id_str,username,screen_name,created_at,friends_count,followers_count,favourited_count,statuses_count,full_text,description,text_created_at,text_favourites_count,text_retweets_count,label
1.50E+18,soso78392076,soso,Mon Mar 14 17:11:22 +0000 2022,281,133,1017,1398,"@CindyBexter Mereka berhati Iblis.
Iblis masih percaya adanya Tuhan dan masih punya etika, hanya menggoda orang yng beriman.

Tapi manusia² ini menghancurkan bangsa dan negaranya hanya demi kesenangan belaka.

Tempat mereka ada di keabadian Neraka Jahanam

#TangkapAbuJanda
#TangkapAbuJanda","Dinegeri ini mengkritisi pemerintah dengan canda aja, lebih asyik dan gurih

cuma akun receh, bukan siapa siapa dan bukan akun robot. Jadi gak usah baper",Thu Jul 07 15:45:33 +0000 2022,1,0,0
186091542,apiearna,apiearna,Thu Sep 02 15:22:12 +0000 2010,544,172,1026,1041,@ForzaPSIS YES !  NUSANTARA OPEN PIALA PRABOWO SUBIANTO. PSIS DEVELOPLEMT MENGIRIMKAN TIM KU16,🤷🏿,Sun Jul 17 04:45:44 +0000 2022,0,1,0
1.41E+18,NengRR100,RR 🍂,Wed Jun 23 03:35:49 +0000 2021,1437,2126,11959,9337,"@Nandaa_80 Cocok gakk waa..

Di tungguan eweuh datang wae

#TangkapAbuJanda 
#TangkapAbuJanda https://t.co/tokJh0d8aU",🤍,Thu Jul 07 22:51:43 +0000 2022,2,0,0
4757478516,yusuf_sajaw,kuyung,Thu Jan 14 10:39:44 +0000 2016,2034,231,24001,10302,@al_afif25 @brin_watch Coba kita tanya @KPK_RI dulu,ok,Thu Jul 14 11:54:14 +0000 2022,0,0,0
18071520,antaranews,antaranews.com,Fri Dec 12 06:15:26 +0000 2008,163,1259078,649,796399,"Fenomena hujan meteor Alpha-Capricornids dan Delta-Aquariids yang akan terjadi pada akhir Juli 2022, dapat diamati dari Indonesia, lho! 

Cari tahu di sini infonya. 

https://t.co/xZx7hihQHa","Informasi terkini dari ANTARA, kantor berita perjuangan Indonesia. Langgani Telegram channel https://t.co/eS0cREqbDZ.",Fri Jul 15 06:04:42 +0000 2022,3,0,0
390421908,Ghureem,Guruh Hariyanto,Thu Oct 13 23:28:14 +0000 2011,1400,672,830,20999,@brin_watch Apa seperti ini realitanya  @TitaAsmaria ??,keep calm and... susanoo,Thu Jul 07 14:05:28 +0000 2022,0,0,0
1.37E+18,Suhaedi53817118,Suhaedi,Mon Mar 08 01:44:08 +0000 2021,63,0,12,620,Tangkap abu janda si pemecah belah bangsa #TangkapAbuJanda,berak di kebon,Thu Jul 07 21:37:49 +0000 2022,0,0,0
8.34E+17,harimauminang,Harimauminang,Tue Feb 21 07:25:04 +0000 2017,1332,1267,11876,1598,"Masih ingat dengan tragedi ini yaitu teror saat umat islam sedang mengikuti tabliqh akbar dan waktu menjelang pilkada Dki sampai hari ini tidk diketahui itu mobil siapa..
#KM50RekayasaPenguasa https://t.co/AzXCYPmJc5",,Sun Jul 17 13:04:39 +0000 2022,194,69,0
1730556630,bawokberkibar,🔥 Lewong.com ☀,Thu Sep 05 02:44:52 +0000 2013,54,204,103,4173,"@ekowboy2 Harusnya dikandangin dan satu sel dengan Habib Bahar.

#TangkapAbuJanda",‏חשיבה בריאה,Fri Jul 08 02:22:47 +0000 2022,0,0,0
1.53E+18,Claudiasyahida,Claudia,Sat May 28 20:33:16 +0000 2022,198,337,337,463,"Kematian yang sesungguhnya adalah matinya hati.

Tag ; MSAT • Dingin • #TangkapAbuJanda https://t.co/uQtcvVBOuJ",Mahasiswi Psikologi UIN Syarif Hidayatullah Jakarta,Fri Jul 08 00:19:19 +0000 2022,0,0,0
1.40E+18,YantiTanjung8,Yanti Tanjung,Mon Jun 14 02:23:28 +0000 2021,39,41,81,183,"Nyari uang haram dari konten hoak, nggak tersentuh pula oleh jeruji, negara oligarki melindungi.#TangkapAbuJanda",,Thu Jul 07 22:42:00 +0000 2022,0,0,0
2230871244,KangSarjono1,Kang Sarjono,Thu Dec 05 04:04:59 +0000 2013,882,519,1386,6048,"Renovasi Ruang Kerja Megawati di BRIN Rp 6 Miliar, Aktivis Politik: Sakiti Hati Rakyat https://t.co/L2c5wGRfR6",,Sat Jul 16 14:28:09 +0000 2022,0,0,0
597431380,igisuhendi,tutuplimun,Sat Jun 02 13:51:24 +0000 2012,1328,887,16413,15089,"@HukumDan Si kulit badak #TangkapAbuJanda #TangkapAbuJanda 
https://t.co/DGntyDVDAo","nobody's perfect
london is blue
🐸🔨",Fri Jul 08 00:02:37 +0000 2022,0,0,0
487756615,jasbird1,TempoyakBusuk,Thu Feb 09 18:15:29 +0000 2012,217,827,8011,76273,"@akunkelima212 Memangnya pemimpin skrg Muslim??? Doyan makan babi dan doyan membantai muslim kok dibilang muslim??? 🤭🤭🤭

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa  bangsat!!","TukangGambar punya mimpi Indonesia bebas intervensi asing serta kembali ke UUD45, Pancasila & Keppres Nomor 264 thn1962 ::melarang Freemasonry:: ✌️✌",Sun Jul 17 13:13:01 +0000 2022,0,0,0
77692092,baiou_2829,Maruta,Sun Sep 27 08:15:14 +0000 2009,499,129,14983,2665,"@detikcom Ruang Tidur ????

Ini sebuah pelecehan buat Ketua Dewan Pengarah...

Maksudnya apa coba ?? Kalian suruh bobok siang gitu ??

Memang inovasi2 umumnya ditemukan lewat ""MIMPI""...tapi bukan Mimpi pas bobok siang woii....🥸😅

Ajaib nih BRIN rezim 4.0","Just a man at the corner

Pecinta dunia bawah laut Indonesia",Sun Jul 17 12:24:57 +0000 2022,0,0,0
138744836,1001Alasan_,-NAFRI-,Fri Apr 30 13:16:05 +0000 2010,679,578,9165,11306,"Ruangan ini desain &amp; fasilitasnya sudah sangat cocok utk Ibu Megawati karena jasa beliau utk Indonesia saat menjabat sebagai Presiden ataupun sekarang saat menjabat  Dewan Pengarah BRIN.
*Bismillah Lurah https://t.co/jI1LpVpU0A","Muslim - MU till i die - Scooterist - Tukang Ngukur Jalan
#VespakuPestaku",Sun Jul 17 03:15:07 +0000 2022,0,0,0
8.21E+17,jurek_santai,Mohamad rasyidin,Tue Jan 17 18:03:36 +0000 2017,86,10,83,1916,@CNNIndonesia Mending buat renovasi kantor Brin,Santai,Sun Jul 17 12:46:29 +0000 2022,0,0,0
1.50E+18,jokosen00,joko seno,Tue Mar 15 10:55:23 +0000 2022,2,0,0,24,"Bechi Jombang. Beraninya cuma dikamar, digeruduk polisi ciluk Trend #TangkapAbuJanda Nikmir Kebal Hukum https://t.co/6v10uNKz2r",Otot kawat balung wesi,Thu Jul 07 15:11:27 +0000 2022,0,0,0
63049777,baor23,abrzki,Wed Aug 05 06:02:58 +0000 2009,429,2275,51348,47756,Emang Polisi berani? #TangkapAbuJanda,Independen,Thu Jul 07 15:28:21 +0000 2022,0,0,0
1.38E+18,Opz80Hanz,⚔C͢͢͢C𝕋VKм50⚔,Thu Apr 08 01:37:19 +0000 2021,1362,1385,2656,2987,"Jika Diammu masih saja difitnah dan diinjak²..
Maka, Bersuara lantanglah spy mereka Diam.

Sampai jumpa di Pengadilan Akhirat.

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa https://t.co/BmQL5JBfGH","I'҉m҉ ҉L҉eGen҉d
Single Fighter

απT| JIL, Syiah
απT| Π€ΦCom cs. 

#MenolakLupaTragediKM50
#BebaskanIBHRS
#FreePalestine",Sun Jul 17 13:56:20 +0000 2022,15,9,0
3297716912,diditsutzuga,Cwok Kere,Mon Jul 27 13:25:26 +0000 2015,56,28,2474,731,Mau heran tapi dia siapa #TangkapAbuJanda,bisa senang gk pake uang,Thu Jul 07 22:44:12 +0000 2022,0,0,0
1.22E+18,AldiHusaini3,Muhammad Husaini,Thu Jan 09 04:54:52 +0000 2020,21,22,292,365,"Dan gua meragukan apakh Anies bsa membangun Indonesia sprti dia mmbngngun jkrta, atau melnjutkan Jokowi
#TangkapAbuJanda",,Fri Jul 08 00:40:31 +0000 2022,0,0,0
1.51E+18,Lubis_MSyarif,Syarif Lubis,Fri Apr 08 02:20:25 +0000 2022,3155,77,11593,1844,"@brin_watch inilah salah satu riset kelautan yang sekarang sedang naik daun, simulasi resolusi tinggi arus samudra menggunakan super komputer, digambar salah satu peneliti menunjukkan hasil simulasinya menggunakan super komputer ""Levante"" https://t.co/1or8eGg8si",Oceanography & MEME enthusiasts | all my tweets are my own point of view |,Sun Jul 17 07:01:03 +0000 2022,1,0,0
3861172093,elditweet,Eldi,Sun Oct 11 18:19:27 +0000 2015,74,41,45,982,"@MardaniAliSera Alhamdulillah...🤲🏻🤲🏻
(pengalihan isu atau bukan)
yg terpenting #AhlanWaSahlanIBHRS 
Habib Rizieq 
Masa Depan NKRI ☝🏻🇮🇩 https://t.co/cyjnf95Nhx","believe in God, humanity, nationalism, democracy, social justice",Wed Jul 20 12:44:41 +0000 2022,0,0,0
1.27E+18,anggapph2,Angga,Tue Jun 09 15:25:22 +0000 2020,1248,1478,9564,15317,BRIN bisa nih cuma dibikin eselon 1-2 https://t.co/Ss0fxH4017,JATOSINT | Perwakilan Masyarakat Anime (Representative of Anime Society) | Aktivis HAM (Hak Anime Manga).,Sat Jul 16 18:12:35 +0000 2022,4,1,0
1.18E+18,HasbiBro,Den_H458ie,Thu Oct 03 22:55:49 +0000 2019,1109,320,11028,2724,@Hasbil_Lbs @brin_indonesia Pemerintah bagi2 kenikmatan ?? 😆😅🤣,💋💞Hidup Adalah Misteri💞💋,Sun Jul 17 01:02:15 +0000 2022,4,0,0
8.08E+17,bara_komar,Bara Komar,Sun Dec 11 23:57:07 +0000 2016,1019,1017,2096,6103,"Pak @ListyoSigitP kami tau bpk masih punya nurani dan rasa keadilan, tapi apakah mungkin cuma krn takut menangkap abu janda bpk rela menjadi pemimpin tanpa kehormatan? #TangkapAbuJanda",We all will be dead. It just a matter of time.,Thu Jul 07 14:55:01 +0000 2022,1,0,0
157615678,Mfjarr,fajar,Sun Jun 20 10:03:44 +0000 2010,162,473,27,816,"Berulang kali buat ulah tapi seakan punya Power luar biasa ni orang, #TangkapAbuJanda https://t.co/wBNDfrrBhb",Medan FH USU 2010 @ayumiranda91,Thu Jul 07 17:13:09 +0000 2022,0,0,0
1.50E+18,strawberiesmilk,liLy telor puyuh ⑅ᐢ..ᐢ₎,Thu Mar 03 13:30:44 +0000 2022,740,724,11155,5206,@brinjunnie brin lucu bngt 😭😭😭😭😭😭😭,"37,5% loving renjun                                                           #haechan #renjun",Sat Jul 16 12:24:56 +0000 2022,0,0,0
1.50E+18,BarbarossaOruc,خير الدين بربروس,Mon Mar 14 11:56:04 +0000 2022,125,10,7186,1626,"Kapan satwa ini dikandangkan ?
#TangkapAbuJanda",نَصْرٌ مِّنَ اللَّهِ وَفَتْحٌ قَرِيبٌ,Thu Jul 07 15:55:44 +0000 2022,0,0,0
1.25E+18,7Roelanda,Romba_7,Sun Apr 26 20:55:00 +0000 2020,1226,1195,3918,4003,"@Rawan_Hamidd Asyiaap
#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa","#GakFollowPorno #GakJahat
🚫 bipang 🚫 ceby / 
Kumis biang kerok / 

💢 Like 🐴🏹🎯
profesi Cuma pedagang ☝️😎",Sun Jul 17 16:24:52 +0000 2022,1,1,0
9.88E+17,abdulssomad,fansAbdul Somad عبد الصمد,Sat Apr 21 08:59:52 +0000 2018,70,7041,7759,7844,"Semoga suatu masa kita dapat berjumpa beliau, mencium tangan nya, memeluk nya, dan menangis dalam pelukan Habibana...
Aamiin Ya Allah yaa Rabbal'alamin
#KM50RekayasaPenguasa https://t.co/zxtDe8ATwv","لاَ اِۭلَهَ اِۭلاَ الله مٗحَمٌدً رٌَسٗولٗ الله

 🇲🇨

#BelaUASBelaUlama",Sun Jul 17 17:49:22 +0000 2022,0,0,0
1.07E+18,AulyaSagar,Sagar Rivaldi,Mon Dec 03 05:58:09 +0000 2018,2072,1315,15086,2780,"Ya jg kok ga ada kbrnya skrg
#RKUHP_AntiDemokrasi 
#TangkapAbuJanda https://t.co/DqRoR5h8NC",ALLAHUMA SHOLI'ALA SAYYIDINA MUHAMMAD WA'ALA ALI SAYYIDINA MUHAMMAD.,Fri Jul 08 02:35:54 +0000 2022,1,0,0
125112112,kiahaly,Akbar Kiahaly 💙🖤,Sun Mar 21 18:44:13 +0000 2010,568,3023,1730,38975,"Lur biasa Ketua Dewan Pengarah @brin_indonesia ini, rela tidur dikantor utk kerja demi bangsa. Para pejabat negara patut mencotohi etos kerja ibu. Ayooo, bikin kamar tidur di ruang kerja kalian.
Yah kan bang @budimandjatmiko  https://t.co/LZI0pU5r67",Anak Kampung dari Pulau Seram-Maluku | Visi Indonesia | Safety Officer | Tabloid SUAR | Fans @inter 💙🖤| Hobi Kuliner | kiahaly.akbar@yahoo.com,Sun Jul 17 05:39:31 +0000 2022,0,0,0
476562785,3pbowo90,tri tedjo,Sat Jan 28 08:06:37 +0000 2012,18,1,144,638,"@tvOneNews nunggu respon polis? sampe kapan y?
#TangkapAbuJanda",,Fri Jul 08 02:31:50 +0000 2022,0,0,0
1.13E+18,dp_koesmirah,dp_koesmirah,Thu May 23 04:06:13 +0000 2019,648,638,45466,34859,"@KangSemproel Pas partainya di tanya, jawabannya ngeles. Urusan BRIN katanya. Gelok.",selalu berusaha menjadi lebih baik dari hari kemarin,Sun Jul 17 12:52:54 +0000 2022,3,1,0
8.26E+17,fahmi_bisyir,Fahmi Nahdi,Mon Jan 30 04:20:36 +0000 2017,1505,424,33796,9770,Tolong Polisi tegakkan hukum #TangkapAbuJanda,Kebenaran pasti menang.☀️,Thu Jul 07 14:52:07 +0000 2022,0,0,0
9.31E+17,Hasbil_Lbs,MudaAdalahKekuatan,Fri Nov 17 07:09:42 +0000 2017,2369,7004,67607,46030,@Mars_Sahsa @NKRI_NTBSasambo @brin_indonesia Miris,Sekretaris Departemen IV DPP Partai Demokrat |Kepala BPOKK DPP IMDI |Dekopin DKI Jakarta,Sun Jul 17 05:02:29 +0000 2022,0,0,0
8.86E+17,RepublikAmbyar,Republik Ambyar,Thu Jul 13 18:02:08 +0000 2017,825,425,33,4740,"Percuma mention polri. Abu janda selesaikan dengan hukum rimba saja. Omong kosong keadilan hukum. 

#TangkapAbuJanda 
#TangkapAbuJanda",Mau keadilan ? Elu punya duit berapa ?,Thu Jul 07 15:32:58 +0000 2022,2,1,0
1.34E+18,ontel_lawas,古いバイク,Wed Dec 23 11:23:13 +0000 2020,327,136,2350,2837,"@Hasbil_Lbs @myputun @brin_indonesia Kira2 penghuni ruangan itu bekerja berapa jam per bulan ya? 
Dan dapat menghasilkan berapa T dalam setahun?",Nonton dagelan,Sun Jul 17 11:27:53 +0000 2022,1,0,0
1.41E+18,calonmayit87,Sebatasojol,Sun Jun 27 15:23:27 +0000 2021,79,11,1748,663,"@HukumDan Gemes banget gw liat orang ini.
#TangkapAbuJanda  #TangkapAbuJanda #TangkapAbuJanda  #TangkapAbuJanda #TangkapAbuJanda  #TangkapAbuJanda",,Thu Jul 07 18:05:56 +0000 2022,0,0,0
1.43E+18,tsur4r4_,_tsurara_,Wed Sep 01 00:27:58 +0000 2021,1761,1541,1295,8366,"Pemerintah serahkan pengelolaan dua menara rusun BRIN

#PastiIndonesiaMaju https://t.co/5qkOFnJ70z",akun suka2.... jgn baper,Fri Jul 15 23:21:49 +0000 2022,1,0,0
1.34E+18,PutraSugiarto8,Putra Sugiarto,Sat Dec 26 16:03:29 +0000 2020,129,39,2625,1683,"Ooh manusia penyebar hoax
#TangkapAbuJanda 
#TangkapAbuJanda 
#TangkapAbuJanda https://t.co/I7mPy9i7Zp",hanya seorang manusia biasa,Fri Jul 08 01:11:53 +0000 2022,0,1,0
387720027,dhs71,𝐝𝐡𝐬𝟕𝟏🇮🇩 🇦🇪,Sun Oct 09 15:13:10 +0000 2011,1657,1674,16546,12887,"Pak polisi harus bertindak dan buktikan keadilan...
#TangkapAbuJanda 
#TangkapAbuJanda https://t.co/DXyUVS5zS4","🇵🇸 لاَ إِلَهَ إِلاَّ اللهُ مُحَمَّدُ رَسُوْلُ اللهِ
🇮🇩",Thu Jul 07 16:54:15 +0000 2022,0,0,0
1403248584,KamijanKeanu,ig: kg.kamijan,Sat May 04 19:56:31 +0000 2013,77,101,21,1370,"Saya kok jijik banget ya lihat org ini...

#TangkapAbuJanda",Aquaculturist,Thu Jul 07 15:29:36 +0000 2022,0,0,0
635221728,kukangracing,Anto Nim,Sat Jul 14 05:39:11 +0000 2012,219,167,15579,11717,Kl hukum berlaku adil (harusnya) #TangkapAbuJanda https://t.co/kX64fTwktn,There's no a normal life. There's just a life.,Thu Jul 07 15:22:43 +0000 2022,0,0,0
7.69E+17,suharditommy1,طامى,Thu Aug 25 12:03:16 +0000 2016,5,2,32,380,"tangkap dan penjarakan manusia laknatullah ini 
#TangkapAbuJanda
#TangkapAbuJanda 
#TangkapAbuJanda",,Thu Jul 07 15:09:36 +0000 2022,0,0,0
1.46E+18,Lingsir_Wengi16,Yayuk_Lestari12 🇮🇩❤🇵🇸,Fri Nov 05 13:12:11 +0000 2021,3033,4531,19205,7826,"""Pada saatnya kebenaran akan sampai juga pada telinga-telinga yang terbuka""

#KM50RekayasaPenguasa #KM50RekayasaPenguasa https://t.co/HQqcbCTaAS",Life is Simple.. Sederhanakan Pemikiran.. Sedekah Walau Disaat Sempit.. Follow BuzerRp UNFOLL.. 💙 #FreePalestine #OpChildSafety 《 no grup & no follow porno 》,Sun Jul 17 13:44:14 +0000 2022,6,3,0
9.54E+17,MRisal01871478,I'M FPI,Wed Jan 17 06:20:57 +0000 2018,160,196,97582,8496,"#TangkapAbuJanda , @DivHumas_Polri apakah kalian masih rasa malu? https://t.co/ZviSlzsH9n",,Thu Jul 07 15:15:15 +0000 2022,0,0,0
1.13E+18,AnonBy,Anon,Thu May 30 20:25:10 +0000 2019,2610,2856,55148,6834,"@B_dzoel Allah maha teliti. Mereka berbuat kezaliman, Allah membalasnya dan memperlihatkan pada kita itu nyata. Doa mereka yg dizalimi dijabah Allah dan kenyataan itu sedang diperlihatkan, kecuali bagi mereka yg ditutup hatinya.

#KM50RekayasaPenguasa
#KM50RekayasaPenguasa",Let's life flow as it self // #BukanPujangga tapi kekadang gila 🤪 // 💍Married ❤️,Sun Jul 17 15:20:11 +0000 2022,2,1,0
1.11E+18,yenpaduzie,Yenpaduzie,Tue Mar 26 00:44:16 +0000 2019,579,525,30862,4952,@zarazettirazr @NephiLaxmus @brin_indonesia Wajarlah wong yg direnovasi itu 1 kampung miskin di desa tertinggal,Ketika mulut dan tangan terbungkam erat namun masih ada hati yang khusyuk memohon kepada Rabb Penguasa Alam maka semua perlawanan dapat terjadi,Thu Jul 14 05:33:10 +0000 2022,0,0,0
1.33E+18,YoezZar,YoezZar,Thu Dec 03 07:21:01 +0000 2020,4959,3204,29074,34808,"#TangkapAbuJanda 
#TangkapAbuJanda 
Ups... Sampai pagi https://t.co/0jlzmOKq4a","Lawyers
Akun ketiga",Thu Jul 07 14:36:51 +0000 2022,1,0,0
1.23E+18,YHuda1977,Yudi Who,Fri Feb 28 20:44:07 +0000 2020,114,21,902,6583,"Lambungkan lagi. 
#TangkapAbuJanda 
#TangkapAbuJanda https://t.co/fn8L0Itsfi",,Thu Jul 07 23:56:47 +0000 2022,2,1,0
1.49E+18,Nov1R007,Nabill'a Najmii,Mon Feb 14 17:56:27 +0000 2022,1332,1375,1354,922,"Pemimpin Pemersatu Bangsa yg bekerja untuk kita semua rakyat indonesia ini, seperti Bapak kita yang bekerja mencari nafkah untuk keluarga, untuk kesejaterahan kita sebagai anaknya.

Sehat Pak Jokowi!! 

Sumber video : Kurnia FM. https://t.co/v4qs9kc0Mr",NASIONALIS,Mon Jul 18 15:42:07 +0000 2022,62,15,0
1.43E+18,KabariGolkar,Kabar Kabari Golkar,Mon Aug 16 04:45:09 +0000 2021,19,68,292,7284,"viralitasnews: KIB adalah kerjasama politik untuk kepentingan pilpres, tapi sekaligus berdampak pada pileg dan pilkada. Kita butuh pemimpin pemersatu bangsa https://t.co/CNipp5yDmd","Kabar Golkar, Kabari Golkar",Mon Jul 18 09:54:44 +0000 2022,1,0,0
3339018133,nanowijaya01,𝕎𝕚𝕛𝕒𝕪𝕒,Tue Aug 25 16:09:49 +0000 2015,5814,7036,27366,8955,"@B_n1ng17 Wa'alaikumussalam
UP
#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa","Al kalimatut thayyibatu shadaqah (HR Bukhari)  
#GakFollowPorno
#GakFollowCebong",Sun Jul 17 11:41:59 +0000 2022,3,1,0
1.51E+18,NAsBtati,Q. Jongibul,Thu Mar 31 23:06:12 +0000 2022,524,343,14049,3187,"@ZainalAbdiAlam4 @YRuhiyat3 @ChusnulCh__ Cebong @_ekokuntadhi , @Dennysiregar7 , Abu Janda alduburi, sundal bacot gedibal bandit bangsa hidupnya dikubangan busuk, sebusuk makanan dan prilakunya.
#TangkapAbuJanda 
#TangkapAbuJanda",Perubahan kearah yang lebih baik.,Fri Jul 08 03:16:55 +0000 2022,0,0,0
2479061954,iwantea72740282,Budak Angon,Tue May 06 01:20:01 +0000 2014,258,110,651,554,Setujuuuuu #TangkapAbuJanda,laki laki,Thu Jul 07 14:14:44 +0000 2022,0,0,0
1.48E+18,art_arock,Asta Dasa Kotamaning Prabu,Sat Jan 08 10:07:49 +0000 2022,170,4,250,167,Fungsi BRIN apa ya? Apakah ada outputnya yang sudah terimplikasi kepada masyarakat ? Dan kapasitas Bu Mega didudukan disitu apa?? Serius nanya nih https://t.co/fkF28UMX3R,None,Sun Jul 17 11:26:34 +0000 2022,0,0,0
1.34E+18,andrianto_EkoN,pedagangLampu,Tue Dec 29 05:56:33 +0000 2020,1926,2011,334,342,"@B_n1ng17 Roda akan segera berputar menguak Fakta 

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa","🇮🇩 Oposisi Radikal #YNWA 🇰🇼  
🚫BiPang ⛔kECebong Akut ⚠️ beWare Pekai Perjuangan ⛔gakFollowPorn",Sun Jul 17 12:59:59 +0000 2022,3,0,0
1.51E+18,Sadimin19446656,Sadimin,Wed Mar 30 04:26:19 +0000 2022,146,45,577,165,"1000X #TangkapAbuJanda berkumandang, tetep saja si abubangsat lolos dari jerat hukum klo rezimnya belum ganti.",,Thu Jul 07 15:05:40 +0000 2022,1,0,0
1576683600,WIFQANIZER,Wifqa dan Zahra,Mon Jul 08 04:14:38 +0000 2013,417,109,85,1709,"@papa_loren Inovasi dibidang apa saja sih yang diteliti oleh BRIN itu ya ?
Apakah inovasi dalam berpolitik ?
Bingung kita https://t.co/Fb4Poq2mnG",⚽⛳,Sun Jul 17 11:12:10 +0000 2022,1,0,0
1.45E+18,KaryawanTuhan77,Karyawan Tuhan,Sat Oct 09 14:30:27 +0000 2021,335,428,4294,3106,"@Abdulla3new PKS baru proses
Belum sampai persidangan,
Harapan tinggal satu dalam Perjuangan hukum .

#TangkapAbuJanda 
#TangkapAbuJanda","BANI TANDUK
KALAH NGAMUK
MENANG MABOK",Thu Jul 07 16:02:20 +0000 2022,2,0,0
1.24E+18,BO2129,Dinasty Gen 378,Sat Mar 21 23:10:20 +0000 2020,4882,3269,5467,11304,"Heran saya sma Ibu ktu Brin ini?...ruang kerja kok ada kmr tidur?
Apa nggak bsa tidur dilantai aja? rupanx ibu ini kerjax tiap hr tidur ya?.
Cba rebus Eceng Gondok Bu? Minum sma kopi???.",berjuang dinegeri pr bedebah,Sun Jul 17 13:12:13 +0000 2022,2,0,0
2917146818,vita_kupit,Emak2 Manut Ulama,Wed Dec 03 03:03:51 +0000 2014,617,327,30354,8730,"Teringat lagi kejadian
 KM50 

Smg segera terungkap jelas para pelakunya..
Aamiin 

#KM50RekayasaPenguasa https://t.co/o1bTNKeR62","Tenggernese|DesignerGrafis|
Mompreneur|CatLover😻
Anti Liberal|Anti Komunis|
Anti Syiah|AntiCebong!!",Sun Jul 17 12:23:54 +0000 2022,1,0,0
191722550,akticis,akiciss,Fri Sep 17 04:59:02 +0000 2010,280,6024,274,30064,"@AlifKamal__ @brin_indonesia @brin_watch Sudah benar ini, wong cilik hrs bersusah payah agar pemimpin revolusi tertinggi dapat hidup borjuis",berusaha menjadi bintang di langit,Sat Jul 16 10:12:32 +0000 2022,2,2,0
87884933,barqudd10n,Barquddin Rauhul,Fri Nov 06 06:46:34 +0000 2009,379,270,2083,52366,@brin_watch Kadang akal sehat ini tak cukup membendungnya.,Suatu dini hari aku nunggu siaran langsung pertandingan FC BAYERN MÜNCHEN sambil baca komik ONE PIECE/TINTIN dan ditemani secangkir CAPPUCCINO panas. #GOGREEN!,Sat Jul 16 00:44:47 +0000 2022,0,0,0
1.23E+18,MediaKomando,Komando Bhayangkara,Mon Feb 17 21:29:24 +0000 2020,106,5619,0,14301,"Viral Renovasi Ruang Kerja Megawati di BRIN Mencapai Rp 6 Miliar
https://t.co/hETxr9Wzfh","Pererat TNI & POLRI Dengan Masyarakat
Email : 
komandobhayangkara@yahoo.com",Sun Jul 17 11:03:24 +0000 2022,13,8,0
8.25E+17,trihartono828,SuBoy,Fri Jan 27 13:27:29 +0000 2017,0,3,157,1308,Sekalipun saya anti kadrun tp klo udah urusan fitnah memfitnah.. saya dukung untuk #TangkapAbuJanda krn mencederai NKRI,,Thu Jul 07 16:49:40 +0000 2022,0,0,0
7.81E+17,mowjow_jowjow,Jofar,Thu Sep 29 02:11:08 +0000 2016,32,8,30,825,@AchsanulQosasi Ini bukannya tidak efektif pak? Atau manfaatnya kurang sesuai untuk peruntukannya/tujuan brin itu sendiri,Data enthusiast,Sun Jul 17 14:47:20 +0000 2022,0,0,0
8.45E+17,Totok0912,#MampirNgombe,Fri Mar 24 06:20:09 +0000 2017,1231,1196,21023,11037,"Gw kasihan sama Rizal Ramli, orang yang ngga tahu malu itu ya RR sudah diberi 3 kali kesempatan jadi menteri dan gagal masih saja cuap2 seolah olah dia paling pintar.. 😁😜
Malu itu kalau di pecat karena ngga becus kerja..
.
Sekarang rakyat rasakan kemajuan
.
.
Jualan obat sj pli https://t.co/jArUEfA2nX https://t.co/jxzHlhTdVT","pleasing everyone is impossible,
pissing everyone off is a piece of cake",Sun Jul 10 07:08:43 +0000 2022,2,0,0
1.36E+18,Sarvatty,Larasati 🤍🌹🤍,Fri Jan 29 10:19:32 +0000 2021,3948,7049,51251,42636,"Wooy...

Pelanggaran bae dah suka nya

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa https://t.co/VCulWrjr1F","no DM gak penting

iseng auto blokir 

Pejuang wanita yang terlupakan. Rename dr akun Kemuning",Sun Jul 17 14:16:31 +0000 2022,2,1,0
534666972,SamarWonk,Om KTM,Fri Mar 23 18:16:35 +0000 2012,340,98,896,844,Benar tetaplah benar #KM50RekayasaPenguasa,Pekerja keras,Sun Jul 17 17:54:47 +0000 2022,0,0,0
940483903,romirhon,Sitokar Kaliang,Sun Nov 11 03:35:19 +0000 2012,1442,256,15038,13980,"Pembuat gaduh
#TangkapAbuJanda https://t.co/vxwcaAgFbZ",Pendukung pemimpin yang jujur.,Fri Jul 08 02:39:59 +0000 2022,0,0,0
1.43E+18,wptrprd,punyamu,Sun Aug 15 01:07:16 +0000 2021,3,3,10,5,"Khalifah bukan hanya pemimpin pemersatu bangsa, melainkan pemimpin pemersatu dimuka bumi.",gausah di baca!,Mon Jul 18 22:52:04 +0000 2022,0,0,0
1.33E+18,AdiSuratman14,Joko Kendil,Sat Nov 21 09:15:14 +0000 2020,2175,1794,3196,4379,@StoryNayua @ListyoSigitP @DivHumas_Polri Anak emas gak mempan dengan tagar #TangkapAbuJanda,"ingat pemutus kenikmatan, kematian
❌PL
❌Cebong",Fri Jul 08 00:12:34 +0000 2022,0,0,0
